,Description,Chromosome.Name,Gene.Start..bp.,Gene.End..bp.,Associated.Gene.Name,Gene.Biotype
ENSG00000129038,lysyl oxidase-like 1 [Source:HGNC Symbol;Acc:6665],15,74218330,74244478,LOXL1,protein_coding
ENSG00000257529,RPL36A-HNRNPH2 readthrough [Source:HGNC Symbol;Acc:48349],X,100645999,100667285,RPL36A-HNRNPH2,protein_coding
ENSG00000105699,lipolysis stimulated lipoprotein receptor [Source:HGNC Symbol;Acc:29572],19,35739233,35758867,LSR,protein_coding
ENSG00000162913,chromosome 1 open reading frame 145 [Source:HGNC Symbol;Acc:32047],1,228391207,228401365,C1orf145,protein_coding
ENSG00000059573,"aldehyde dehydrogenase 18 family, member A1 [Source:HGNC Symbol;Acc:9722]",10,97365696,97416463,ALDH18A1,protein_coding
ENSG00000255384,,11,118303836,118305921,RP11-770J1.4,protein_coding
ENSG00000007312,"CD79b molecule, immunoglobulin-associated beta [Source:HGNC Symbol;Acc:1699]",17,62006100,62009714,CD79B,protein_coding
ENSG00000240247,"defensin, alpha 1B [Source:HGNC Symbol;Acc:33596]",8,6854288,6875778,DEFA1B,protein_coding
ENSG00000129204,ubiquitin specific peptidase 6 (Tre-2 oncogene) [Source:HGNC Symbol;Acc:12629],17,5019733,5078329,USP6,protein_coding
ENSG00000116761,cystathionase (cystathionine gamma-lyase) [Source:HGNC Symbol;Acc:2501],1,70876901,70905534,CTH,protein_coding
ENSG00000131467,"proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki) [Source:HGNC Symbol;Acc:9570]",17,40976402,40995774,PSME3,protein_coding
ENSG00000187051,ribosomal protein S19 binding protein 1 [Source:HGNC Symbol;Acc:28749],22,39925098,39928860,RPS19BP1,protein_coding
ENSG00000239839,"defensin, alpha 3, neutrophil-specific [Source:HGNC Symbol;Acc:2762]",8,6873391,6875823,DEFA3,protein_coding
ENSG00000163406,"solute carrier family 15 (oligopeptide transporter), member 2 [Source:HGNC Symbol;Acc:10921]",3,121612936,121662949,SLC15A2,protein_coding
ENSG00000198718,"family with sequence similarity 179, member B [Source:HGNC Symbol;Acc:19959]",14,45431411,45543634,FAM179B,protein_coding
ENSG00000251182,,4,31172766,31213297,RP11-617I14.1,lincRNA
ENSG00000163930,BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase) [Source:HGNC Symbol;Acc:950],3,52435029,52444366,BAP1,protein_coding
ENSG00000187866,family with sequence similarity 122A [Source:HGNC Symbol;Acc:23490],9,71394964,71398609,FAM122A,protein_coding
ENSG00000251434,,4,31351906,31353347,RP11-315A17.1,lincRNA
ENSG00000183570,poly(rC) binding protein 3 [Source:HGNC Symbol;Acc:8651],21,47063608,47362368,PCBP3,protein_coding
ENSG00000249882,,4,31508288,31560443,RP11-665I14.1,lincRNA
ENSG00000164816,"defensin, alpha 5, Paneth cell-specific [Source:HGNC Symbol;Acc:2764]",8,6912831,6914256,DEFA5,protein_coding
ENSG00000251129,,4,31999019,32157028,RP11-734I18.1,lincRNA
ENSG00000171763,spermatogenesis associated 5-like 1 [Source:HGNC Symbol;Acc:28762],15,45694529,45713617,SPATA5L1,protein_coding
ENSG00000130561,S-antigen; retina and pineal gland (arrestin) [Source:HGNC Symbol;Acc:10521],2,234216462,234255701,SAG,protein_coding
ENSG00000118640,vesicle-associated membrane protein 8 [Source:HGNC Symbol;Acc:12647],2,85788685,85809154,VAMP8,protein_coding
ENSG00000251329,,4,32352660,32354842,RP11-240A16.1,lincRNA
ENSG00000165059,"protein kinase, cAMP-dependent, catalytic, gamma [Source:HGNC Symbol;Acc:9382]",9,71627469,71629039,PRKACG,protein_coding
ENSG00000130158,dedicator of cytokinesis 6 [Source:HGNC Symbol;Acc:19189],19,11309971,11373157,DOCK6,protein_coding
ENSG00000125249,"RAP2A, member of RAS oncogene family [Source:HGNC Symbol;Acc:9861]",13,98086476,98121382,RAP2A,protein_coding
ENSG00000125386,"family with sequence similarity 193, member A [Source:HGNC Symbol;Acc:16822]",4,2626988,2734292,FAM193A,protein_coding
ENSG00000215372,zinc finger protein 705G [Source:HGNC Symbol;Acc:37134],8,7213039,7243080,ZNF705G,protein_coding
ENSG00000248417,,4,33435132,33439499,RP11-802H3.2,lincRNA
ENSG00000250954,,4,33777969,34041515,RP11-79E3.3,lincRNA
ENSG00000164331,"ankyrin repeat, family A (RFXANK-like), 2 [Source:HGNC Symbol;Acc:13208]",5,72848160,72861511,ANKRA2,protein_coding
ENSG00000177257,"defensin, beta 4B [Source:HGNC Symbol;Acc:30193]",8,7272382,7274385,DEFB4B,protein_coding
ENSG00000165060,frataxin [Source:HGNC Symbol;Acc:3951],9,71650175,71715094,FXN,protein_coding
ENSG00000145882,prenylcysteine oxidase 1 like [Source:HGNC Symbol;Acc:28477],5,148737570,148749216,PCYOX1L,protein_coding
ENSG00000250723,,4,33852213,33981558,RP11-79E3.2,lincRNA
ENSG00000153002,carboxypeptidase B1 (tissue) [Source:HGNC Symbol;Acc:2299],3,148508889,148577974,CPB1,protein_coding
ENSG00000177243,"defensin, beta 103B [Source:HGNC Symbol;Acc:31702]",8,7286410,7287870,DEFB103B,protein_coding
ENSG00000151151,inositol polyphosphate multikinase [Source:HGNC Symbol;Acc:20739],10,59951278,60027694,IPMK,protein_coding
ENSG00000100997,abhydrolase domain containing 12 [Source:HGNC Symbol;Acc:15868],20,25275379,25371619,ABHD12,protein_coding
ENSG00000248685,,4,34122516,34271369,RP11-548L20.1,lincRNA
ENSG00000164363,"solute carrier family 6 (neutral amino acid transporter), member 18 [Source:HGNC Symbol;Acc:26441]",5,1225470,1246304,SLC6A18,protein_coding
ENSG00000250597,,4,34659228,34671054,RP11-725M22.1,lincRNA
ENSG00000157782,calcium binding protein 1 [Source:HGNC Symbol;Acc:1384],12,121078355,121105127,CABP1,protein_coding
ENSG00000106399,"replication protein A3, 14kDa [Source:HGNC Symbol;Acc:10291]",7,7676149,7758238,RPA3,protein_coding
ENSG00000178342,"potassium voltage-gated channel, subfamily G, member 2 [Source:HGNC Symbol;Acc:6249]",18,77623668,77660184,KCNG2,protein_coding
ENSG00000176160,heat shock transcription factor family member 5 [Source:HGNC Symbol;Acc:26862],17,56497528,56565745,HSF5,protein_coding
ENSG00000164871,sperm associated antigen 11B [Source:HGNC Symbol;Acc:14534],8,7300206,7321196,SPAG11B,protein_coding
ENSG00000248215,,4,36498159,36643522,RP11-722M1.1,lincRNA
ENSG00000261761,,4,37003438,37022330,RP11-103J17.2,lincRNA
ENSG00000168899,vesicle-associated membrane protein 5 [Source:HGNC Symbol;Acc:12646],2,85811531,85820535,VAMP5,protein_coding
ENSG00000065615,cytochrome b5 reductase 4 [Source:HGNC Symbol;Acc:20147],6,84569362,84677143,CYB5R4,protein_coding
ENSG00000247810,,4,37080199,37127046,RP11-103J17.1,lincRNA
ENSG00000196642,"RAB, member RAS oncogene family-like 6 [Source:HGNC Symbol;Acc:24703]",9,139702374,139735639,RABL6,protein_coding
ENSG00000122490,PQ loop repeat containing 1 [Source:HGNC Symbol;Acc:26188],18,77662420,77711664,PQLC1,protein_coding
ENSG00000181585,transmembrane inner ear [Source:HGNC Symbol;Acc:30800],3,46742823,46752376,TMIE,protein_coding
ENSG00000070193,fibroblast growth factor 10 [Source:HGNC Symbol;Acc:3666],5,44303646,44389808,FGF10,protein_coding
ENSG00000137497,nuclear mitotic apparatus protein 1 [Source:HGNC Symbol;Acc:8059],11,71713910,71791739,NUMA1,protein_coding
ENSG00000268553,,5,172036245,172036436,AC027309.1,protein_coding
ENSG00000187682,ES cell expressed Ras [Source:HGNC Symbol;Acc:5174],X,48687283,48688548,ERAS,protein_coding
ENSG00000198035,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 9 [Source:HGNC Symbol;Acc:23463]",10,48189612,48237508,AGAP9,protein_coding
ENSG00000140836,zinc finger homeobox 3 [Source:HGNC Symbol;Acc:777],16,72816784,73093597,ZFHX3,protein_coding
ENSG00000214357,neuralized E3 ubiquitin protein ligase 1B [Source:HGNC Symbol;Acc:35422],5,172068269,172118543,NEURL1B,protein_coding
ENSG00000081320,serine/threonine kinase 17b [Source:HGNC Symbol;Acc:11396],2,196998290,197041227,STK17B,protein_coding
ENSG00000102109,proprotein convertase subtilisin/kexin type 1 inhibitor [Source:HGNC Symbol;Acc:17301],X,48689504,48694035,PCSK1N,protein_coding
ENSG00000196262,peptidylprolyl isomerase A (cyclophilin A) [Source:HGNC Symbol;Acc:9253],7,44836279,44864163,PPIA,protein_coding
ENSG00000050628,prostaglandin E receptor 3 (subtype EP3) [Source:HGNC Symbol;Acc:9595],1,71318036,71513491,PTGER3,protein_coding
ENSG00000197910,"family with sequence similarity 25, member G [Source:HGNC Symbol;Acc:23590]",10,48247669,48252143,FAM25G,protein_coding
ENSG00000177023,"defensin, beta 104B [Source:HGNC Symbol;Acc:26165]",8,7327830,7332604,DEFB104B,protein_coding
ENSG00000120129,dual specificity phosphatase 1 [Source:HGNC Symbol;Acc:3064],5,172195093,172198198,DUSP1,protein_coding
ENSG00000146830,GRB10 interacting GYF protein 1 [Source:HGNC Symbol;Acc:9126],7,100277130,100287071,GIGYF1,protein_coding
ENSG00000127743,interleukin 17B [Source:HGNC Symbol;Acc:5982],5,148750887,148783765,IL17B,protein_coding
ENSG00000085563,"ATP-binding cassette, sub-family B (MDR/TAP), member 1 [Source:HGNC Symbol;Acc:40]",7,87133175,87342611,ABCB1,protein_coding
ENSG00000066379,zinc ribbon domain containing 1 [Source:HGNC Symbol;Acc:13182],6,30026676,30032686,ZNRD1,protein_coding
ENSG00000187082,"defensin, beta 106B [Source:HGNC Symbol;Acc:28879]",8,7340026,7343922,DEFB106B,protein_coding
ENSG00000118058,lysine (K)-specific methyltransferase 2A [Source:HGNC Symbol;Acc:7132],11,118307205,118397539,KMT2A,protein_coding
ENSG00000197445,chromosome 16 open reading frame 47 [Source:HGNC Symbol;Acc:28329],16,73160536,73178346,C16orf47,protein_coding
ENSG00000136560,TRAF family member-associated NFKB activator [Source:HGNC Symbol;Acc:11562],2,161993419,162092732,TANK,protein_coding
ENSG00000143578,cAMP responsive element binding protein 3-like 4 [Source:HGNC Symbol;Acc:18854],1,153940010,153946839,CREB3L4,protein_coding
ENSG00000140795,myosin light chain kinase 3 [Source:HGNC Symbol;Acc:29826],16,46740891,46824319,MYLK3,protein_coding
ENSG00000186599,"defensin, beta 105B [Source:HGNC Symbol;Acc:29930]",8,7345191,7347115,DEFB105B,protein_coding
ENSG00000166920,chromosome 15 open reading frame 48 [Source:HGNC Symbol;Acc:29898],15,45722727,45740959,C15orf48,protein_coding
ENSG00000108587,golgi SNAP receptor complex member 1 [Source:HGNC Symbol;Acc:4430],17,28804380,28854610,GOSR1,protein_coding
ENSG00000144401,methyltransferase like 21A [Source:HGNC Symbol;Acc:30476],2,208445355,208490652,METTL21A,protein_coding
ENSG00000130787,huntingtin interacting protein 1 related [Source:HGNC Symbol;Acc:18415],12,123319000,123347507,HIP1R,protein_coding
ENSG00000140153,WD repeat domain 20 [Source:HGNC Symbol;Acc:19667],14,102605840,102691184,WDR20,protein_coding
ENSG00000103035,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 [Source:HGNC Symbol;Acc:9565]",16,74330673,74340186,PSMD7,protein_coding
ENSG00000090612,zinc finger protein 268 [Source:HGNC Symbol;Acc:13061],12,133707570,133783698,ZNF268,protein_coding
ENSG00000134343,anoctamin 3 [Source:HGNC Symbol;Acc:14004],11,26210829,26684835,ANO3,protein_coding
ENSG00000173535,"tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain [Source:HGNC Symbol;Acc:11906]",8,22941868,22974950,TNFRSF10C,protein_coding
ENSG00000067221,stomatin (EPB72)-like 1 [Source:HGNC Symbol;Acc:14560],15,74275547,74286963,STOML1,protein_coding
ENSG00000232434,chromosome 9 open reading frame 172 [Source:HGNC Symbol;Acc:37284],9,139738867,139741797,C9orf172,protein_coding
ENSG00000104154,"solute carrier family 30 (zinc transporter), member 4 [Source:HGNC Symbol;Acc:11015]",15,45771809,45815005,SLC30A4,protein_coding
ENSG00000113719,endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1 [Source:HGNC Symbol;Acc:29205],5,172261278,172379688,ERGIC1,protein_coding
ENSG00000126768,translocase of inner mitochondrial membrane 17 homolog B (yeast) [Source:HGNC Symbol;Acc:17310],X,48750730,48755426,TIMM17B,protein_coding
ENSG00000054148,phosphohistidine phosphatase 1 [Source:HGNC Symbol;Acc:30033],9,139743176,139745488,PHPT1,protein_coding
ENSG00000168502,SOGA family member 2 [Source:HGNC Symbol;Acc:29121],18,8705659,8832776,SOGA2,protein_coding
ENSG00000165390,annexin A8 [Source:HGNC Symbol;Acc:546],10,48255253,48279200,ANXA8,protein_coding
ENSG00000073584,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:HGNC Symbol;Acc:11109]",17,38781214,38804760,SMARCE1,protein_coding
ENSG00000185246,pre-mRNA processing factor 39 [Source:HGNC Symbol;Acc:20314],14,45553302,45585485,PRPF39,protein_coding
ENSG00000155330,chromosome 16 open reading frame 87 [Source:HGNC Symbol;Acc:33754],16,46830519,46865323,C16orf87,protein_coding
ENSG00000158552,"zinc finger, AN1-type domain 2B [Source:HGNC Symbol;Acc:25206]",2,220059959,220074373,ZFAND2B,protein_coding
ENSG00000228800,,10,30842783,30843412,RP11-253D19.1,lincRNA
ENSG00000173530,"tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain [Source:HGNC Symbol;Acc:11907]",8,22993101,23021543,TNFRSF10D,protein_coding
ENSG00000226742,heat shock factor binding protein 1-like 1 [Source:HGNC Symbol;Acc:37243],18,77724561,77730822,HSBP1L1,protein_coding
ENSG00000230298,,10,30865628,30869111,RP11-253D19.2,lincRNA
ENSG00000230998,,10,30944418,30946464,RP11-14C22.3,lincRNA
ENSG00000161542,phosphoribosyl pyrophosphate synthetase-associated protein 1 [Source:HGNC Symbol;Acc:9466],17,74305567,74380602,PRPSAP1,protein_coding
ENSG00000168140,vasorin [Source:HGNC Symbol;Acc:18517],16,4421849,4433529,VASN,protein_coding
ENSG00000132485,"zinc finger, RAN-binding domain containing 2 [Source:HGNC Symbol;Acc:13058]",1,71528974,71546980,ZRANB2,protein_coding
ENSG00000107960,oligonucleotide/oligosaccharide-binding fold containing 1 [Source:HGNC Symbol;Acc:26200],10,105642300,105677963,OBFC1,protein_coding
ENSG00000198129,"defensin, beta 107B [Source:HGNC Symbol;Acc:31918]",8,7353368,7366833,DEFB107B,protein_coding
ENSG00000100346,"calcium channel, voltage-dependent, T type, alpha 1I subunit [Source:HGNC Symbol;Acc:1396]",22,39966758,40085742,CACNA1I,protein_coding
ENSG00000141759,thioredoxin-like 4A [Source:HGNC Symbol;Acc:30551],18,77732867,77793949,TXNL4A,protein_coding
ENSG00000177943,MAM domain containing 4 [Source:HGNC Symbol;Acc:24083],9,139745395,139755249,MAMDC4,protein_coding
ENSG00000198471,receptor (chemosensory) transporter protein 2 [Source:HGNC Symbol;Acc:32486],3,187416047,187420345,RTP2,protein_coding
ENSG00000255251,proline rich 23 domain containing 1 [Source:HGNC Symbol;Acc:49420],8,7397150,7399972,PRR23D1,protein_coding
ENSG00000104689,"tumor necrosis factor receptor superfamily, member 10a [Source:HGNC Symbol;Acc:11904]",8,23047965,23082639,TNFRSF10A,protein_coding
ENSG00000166123,glutamic pyruvate transaminase (alanine aminotransferase) 2 [Source:HGNC Symbol;Acc:18062],16,46918290,46965209,GPT2,protein_coding
ENSG00000105698,"upstream transcription factor 2, c-fos interacting [Source:HGNC Symbol;Acc:12594]",19,35759881,35770724,USF2,protein_coding
ENSG00000255378,proline rich 23 domain containing 2 [Source:HGNC Symbol;Acc:49396],8,7636113,7638935,PRR23D2,protein_coding
ENSG00000065150,importin 5 [Source:HGNC Symbol;Acc:6402],13,98605912,98676551,IPO5,protein_coding
ENSG00000186572,"defensin, beta 107A [Source:HGNC Symbol;Acc:18086]",8,7669242,7673238,DEFB107A,protein_coding
ENSG00000101003,GINS complex subunit 1 (Psf1 homolog) [Source:HGNC Symbol;Acc:28980],20,25388363,25433264,GINS1,protein_coding
ENSG00000169550,"mucin 15, cell surface associated [Source:HGNC Symbol;Acc:14956]",11,26580580,26593780,MUC15,protein_coding
ENSG00000228804,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:C9JHT1],3,187420101,187451637,RP11-211G3.3,protein_coding
ENSG00000186562,"defensin, beta 105A [Source:HGNC Symbol;Acc:18087]",8,7679488,7681411,DEFB105A,protein_coding
ENSG00000135502,"solute carrier family 26, member 10 [Source:HGNC Symbol;Acc:14470]",12,58013310,58019934,SLC26A10,protein_coding
ENSG00000186579,"defensin, beta 106A [Source:HGNC Symbol;Acc:18088]",8,7682694,7686575,DEFB106A,protein_coding
ENSG00000112761,WNT1 inducible signaling pathway protein 3 [Source:HGNC Symbol;Acc:12771],6,112375275,112392171,WISP3,protein_coding
ENSG00000176782,"defensin, beta 104A [Source:HGNC Symbol;Acc:18115]",8,7693993,7698764,DEFB104A,protein_coding
ENSG00000119139,tight junction protein 2 [Source:HGNC Symbol;Acc:11828],9,71736209,71870124,TJP2,protein_coding
ENSG00000106034,cadherin-like and PC-esterase domain containing 1 [Source:HGNC Symbol;Acc:26159],7,120628731,120937498,CPED1,protein_coding
ENSG00000169750,"ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3) [Source:HGNC Symbol;Acc:9803]",17,79989500,79992080,RAC3,protein_coding
ENSG00000178127,"NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa [Source:HGNC Symbol;Acc:7717]",18,9102628,9134343,NDUFV2,protein_coding
ENSG00000137285,"tubulin, beta 2B class IIb [Source:HGNC Symbol;Acc:30829]",6,3224495,3231964,TUBB2B,protein_coding
ENSG00000206549,"protease, serine, 50 [Source:HGNC Symbol;Acc:17910]",3,46753605,46854064,PRSS50,protein_coding
ENSG00000165521,echinoderm microtubule associated protein like 5 [Source:HGNC Symbol;Acc:18197],14,89078775,89259096,EML5,protein_coding
ENSG00000103423,"DnaJ (Hsp40) homolog, subfamily A, member 3 [Source:HGNC Symbol;Acc:11808]",16,4475806,4506776,DNAJA3,protein_coding
ENSG00000261603,"protease, serine, 46 [Source:HGNC Symbol;Acc:37325]",3,46761073,46777919,PRSS46,protein_coding
ENSG00000138411,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:29853]",2,197059094,197458416,HECW2,protein_coding
ENSG00000107223,endothelial differentiation-related factor 1 [Source:HGNC Symbol;Acc:3164],9,139756571,139760738,EDF1,protein_coding
ENSG00000148942,"solute carrier family 5 (sodium/monocarboxylate cotransporter), member 12 [Source:HGNC Symbol;Acc:28750]",11,26688566,26744974,SLC5A12,protein_coding
ENSG00000112996,mitochondrial ribosomal protein S30 [Source:HGNC Symbol;Acc:8769],5,44809027,44820530,MRPS30,protein_coding
ENSG00000130173,chromosome 19 open reading frame 80 [Source:HGNC Symbol;Acc:24933],19,11348178,11352619,C19orf80,protein_coding
ENSG00000178287,sperm associated antigen 11A [Source:HGNC Symbol;Acc:33342],8,7705398,7726389,SPAG11A,protein_coding
ENSG00000188086,"protease, serine, 45 [Source:HGNC Symbol;Acc:30717]",3,46783582,46854048,PRSS45,protein_coding
ENSG00000147457,charged multivesicular body protein 7 [Source:HGNC Symbol;Acc:28439],8,23101150,23119512,CHMP7,protein_coding
ENSG00000172260,neuronal growth regulator 1 [Source:HGNC Symbol;Acc:17302],1,71861623,72748417,NEGR1,protein_coding
ENSG00000129810,shugoshin-like 1 (S. pombe) [Source:HGNC Symbol;Acc:25088],3,20202085,20227784,SGOL1,protein_coding
ENSG00000198912,chromosome 1 open reading frame 174 [Source:HGNC Symbol;Acc:27915],1,3805689,3816857,C1orf174,protein_coding
ENSG00000104164,"biogenesis of lysosomal organelles complex-1, subunit 6, pallidin [Source:HGNC Symbol;Acc:8549]",15,45879321,45908197,BLOC1S6,protein_coding
ENSG00000163751,carboxypeptidase A3 (mast cell) [Source:HGNC Symbol;Acc:2298],3,148583043,148614983,CPA3,protein_coding
ENSG00000178055,"protease, serine, 42 [Source:HGNC Symbol;Acc:30716]",3,46871032,46875585,PRSS42,protein_coding
ENSG00000117748,"replication protein A2, 32kDa [Source:HGNC Symbol;Acc:10290]",1,28218035,28241257,RPA2,protein_coding
ENSG00000267883,,21,47183565,47190005,PRED60,protein_coding
ENSG00000108389,myotubularin related protein 4 [Source:HGNC Symbol;Acc:7452],17,56566898,56595266,MTMR4,protein_coding
ENSG00000268040,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R1E6],21,47347679,47352477,PRED62,protein_coding
ENSG00000196436,"nuclear pore complex interacting protein family, member B15 [Source:HGNC Symbol;Acc:34409]",16,74411776,74425978,NPIPB15,protein_coding
